"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
UNITY HEALTH NEWPORT,040163,AR,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
UNITY HEALTH NEWPORT,040163,AR,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ST ROSE HOSPITAL,050002,CA,READM-30-PN-HRRP,177,,1.0479,18.8838,18.0206,37,07/01/2018,06/30/2021
ST ROSE HOSPITAL,050002,CA,READM-30-HF-HRRP,117,,1.0337,22.0407,21.3217,28,07/01/2018,06/30/2021
ST ROSE HOSPITAL,050002,CA,READM-30-COPD-HRRP,104,,1.1113,21.6761,19.5050,31,07/01/2018,06/30/2021
ST ROSE HOSPITAL,050002,CA,READM-30-AMI-HRRP,55,,1.0845,19.0989,17.6102,15,07/01/2018,06/30/2021
ST ROSE HOSPITAL,050002,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ST ROSE HOSPITAL,050002,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9168,3.4136,3.7233,Too Few to Report,07/01/2018,06/30/2021
PROVIDENCE ST JOSEPH HOSPITAL,050006,CA,READM-30-COPD-HRRP,104,,0.9678,21.8358,22.5630,20,07/01/2018,06/30/2021
PROVIDENCE ST JOSEPH HOSPITAL,050006,CA,READM-30-CABG-HRRP,N/A,,1.0667,11.9028,11.1585,Too Few to Report,07/01/2018,06/30/2021
PROVIDENCE ST JOSEPH HOSPITAL,050006,CA,READM-30-PN-HRRP,355,,0.9579,17.5308,18.3015,59,07/01/2018,06/30/2021
PROVIDENCE ST JOSEPH HOSPITAL,050006,CA,READM-30-AMI-HRRP,161,,0.9324,13.4158,14.3886,18,07/01/2018,06/30/2021
PROVIDENCE ST JOSEPH HOSPITAL,050006,CA,READM-30-HF-HRRP,325,,0.9365,21.0362,22.4626,64,07/01/2018,06/30/2021
PROVIDENCE ST JOSEPH HOSPITAL,050006,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.8378,3.6473,4.3533,Too Few to Report,07/01/2018,06/30/2021
PENINSULA MEDICAL CENTER,050007,CA,READM-30-PN-HRRP,176,,0.9348,14.1150,15.0992,20,07/01/2018,06/30/2021
PENINSULA MEDICAL CENTER,050007,CA,READM-30-HF-HRRP,407,,0.7950,16.3504,20.5667,52,07/01/2018,06/30/2021
PENINSULA MEDICAL CENTER,050007,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9693,4.1455,4.2766,Too Few to Report,07/01/2018,06/30/2021
PENINSULA MEDICAL CENTER,050007,CA,READM-30-COPD-HRRP,84,,0.9598,16.7864,17.4902,11,07/01/2018,06/30/2021
PENINSULA MEDICAL CENTER,050007,CA,READM-30-AMI-HRRP,138,,0.9004,13.3858,14.8658,13,07/01/2018,06/30/2021
PENINSULA MEDICAL CENTER,050007,CA,READM-30-CABG-HRRP,N/A,,0.9940,10.8109,10.8763,Too Few to Report,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,050008,CA,READM-30-COPD-HRRP,N/A,,0.9982,20.5990,20.6371,Too Few to Report,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,050008,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.8433,2.7330,3.2408,Too Few to Report,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,050008,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,050008,CA,READM-30-HF-HRRP,49,,1.0098,21.1400,20.9350,11,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,050008,CA,READM-30-PN-HRRP,50,,1.0533,16.3440,15.5175,12,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,050008,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,050009,CA,READM-30-HF-HRRP,287,,0.9933,22.1084,22.2576,63,07/01/2018,06/30/2021
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,050009,CA,READM-30-COPD-HRRP,86,,1.0547,24.9689,23.6749,26,07/01/2018,06/30/2021
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,050009,CA,READM-30-AMI-HRRP,104,,1.0836,17.9330,16.5499,23,07/01/2018,06/30/2021
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,050009,CA,READM-30-CABG-HRRP,N/A,,1.1471,16.5817,14.4549,Too Few to Report,07/01/2018,06/30/2021
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,050009,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.8100,3.9559,4.8837,Too Few to Report,07/01/2018,06/30/2021
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,050009,CA,READM-30-PN-HRRP,236,,0.9322,16.6349,17.8448,34,07/01/2018,06/30/2021
ADVENTIST HEALTH ST HELENA,050013,CA,READM-30-HF-HRRP,181,,0.8952,19.4906,21.7731,28,07/01/2018,06/30/2021
ADVENTIST HEALTH ST HELENA,050013,CA,READM-30-COPD-HRRP,N/A,,0.9345,21.7119,23.2337,Too Few to Report,07/01/2018,06/30/2021
ADVENTIST HEALTH ST HELENA,050013,CA,READM-30-CABG-HRRP,N/A,,0.9602,13.0164,13.5561,Too Few to Report,07/01/2018,06/30/2021
ADVENTIST HEALTH ST HELENA,050013,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.8582,3.6960,4.3068,Too Few to Report,07/01/2018,06/30/2021
ADVENTIST HEALTH ST HELENA,050013,CA,READM-30-PN-HRRP,N/A,,0.8991,16.5192,18.3726,Too Few to Report,07/01/2018,06/30/2021
ADVENTIST HEALTH ST HELENA,050013,CA,READM-30-AMI-HRRP,167,,0.8969,11.7014,13.0460,14,07/01/2018,06/30/2021
SUTTER AMADOR HOSPITAL,050014,CA,READM-30-HF-HRRP,102,,0.9898,18.2835,18.4721,18,07/01/2018,06/30/2021
SUTTER AMADOR HOSPITAL,050014,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SUTTER AMADOR HOSPITAL,050014,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9465,3.5696,3.7714,Too Few to Report,07/01/2018,06/30/2021
SUTTER AMADOR HOSPITAL,050014,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SUTTER AMADOR HOSPITAL,050014,CA,READM-30-COPD-HRRP,N/A,,0.9756,15.4472,15.8328,Too Few to Report,07/01/2018,06/30/2021
SUTTER AMADOR HOSPITAL,050014,CA,READM-30-PN-HRRP,156,,0.9010,13.7535,15.2646,14,07/01/2018,06/30/2021
MERCY GENERAL HOSPITAL,050017,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.8474,3.1620,3.7315,Too Few to Report,07/01/2018,06/30/2021
MERCY GENERAL HOSPITAL,050017,CA,READM-30-COPD-HRRP,105,,1.0752,23.8291,22.1629,31,07/01/2018,06/30/2021
MERCY GENERAL HOSPITAL,050017,CA,READM-30-PN-HRRP,256,,1.0085,18.1081,17.9552,47,07/01/2018,06/30/2021
MERCY GENERAL HOSPITAL,050017,CA,READM-30-CABG-HRRP,125,,0.9129,11.2384,12.3104,12,07/01/2018,06/30/2021
MERCY GENERAL HOSPITAL,050017,CA,READM-30-HF-HRRP,400,,1.0190,22.1850,21.7704,90,07/01/2018,06/30/2021
MERCY GENERAL HOSPITAL,050017,CA,READM-30-AMI-HRRP,460,,0.9454,14.5594,15.4002,64,07/01/2018,06/30/2021
RIVERSIDE COMMUNITY HOSPITAL,050022,CA,READM-30-HF-HRRP,262,,1.1229,26.6701,23.7504,78,07/01/2018,06/30/2021
RIVERSIDE COMMUNITY HOSPITAL,050022,CA,READM-30-COPD-HRRP,80,,1.0589,22.7844,21.5167,23,07/01/2018,06/30/2021
RIVERSIDE COMMUNITY HOSPITAL,050022,CA,READM-30-AMI-HRRP,158,,1.0796,18.2107,16.8686,33,07/01/2018,06/30/2021
RIVERSIDE COMMUNITY HOSPITAL,050022,CA,READM-30-CABG-HRRP,N/A,,0.9052,10.7779,11.9071,Too Few to Report,07/01/2018,06/30/2021
RIVERSIDE COMMUNITY HOSPITAL,050022,CA,READM-30-PN-HRRP,269,,1.0156,20.7372,20.4195,57,07/01/2018,06/30/2021
RIVERSIDE COMMUNITY HOSPITAL,050022,CA,READM-30-HIP-KNEE-HRRP,N/A,,1.1273,4.1654,3.6949,Too Few to Report,07/01/2018,06/30/2021
PARADISE VALLEY HOSPITAL,050024,CA,READM-30-COPD-HRRP,43,,1.0490,23.3255,22.2367,14,07/01/2018,06/30/2021
PARADISE VALLEY HOSPITAL,050024,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
PARADISE VALLEY HOSPITAL,050024,CA,READM-30-PN-HRRP,131,,0.9755,19.7815,20.2778,24,07/01/2018,06/30/2021
PARADISE VALLEY HOSPITAL,050024,CA,READM-30-AMI-HRRP,N/A,,0.9635,22.0507,22.8859,Too Few to Report,07/01/2018,06/30/2021
PARADISE VALLEY HOSPITAL,050024,CA,READM-30-HF-HRRP,117,,1.0604,26.3734,24.8720,35,07/01/2018,06/30/2021
PARADISE VALLEY HOSPITAL,050024,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,050025,CA,READM-30-PN-HRRP,487,,1.1089,21.9408,19.7869,115,07/01/2018,06/30/2021
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,050025,CA,READM-30-HF-HRRP,478,,0.9938,22.4718,22.6109,107,07/01/2018,06/30/2021
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,050025,CA,READM-30-COPD-HRRP,93,,0.9723,22.9448,23.5985,19,07/01/2018,06/30/2021
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,050025,CA,READM-30-AMI-HRRP,241,,1.0049,15.6602,15.5845,38,07/01/2018,06/30/2021
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,050025,CA,READM-30-CABG-HRRP,N/A,,0.8283,10.2565,12.3824,Too Few to Report,07/01/2018,06/30/2021
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,050025,CA,READM-30-HIP-KNEE-HRRP,356,,1.0521,4.5303,4.3059,17,07/01/2018,06/30/2021
GROSSMONT HOSPITAL,050026,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.7016,2.7800,3.9622,Too Few to Report,07/01/2018,06/30/2021
GROSSMONT HOSPITAL,050026,CA,READM-30-COPD-HRRP,357,,1.0126,23.5146,23.2209,85,07/01/2018,06/30/2021
GROSSMONT HOSPITAL,050026,CA,READM-30-CABG-HRRP,N/A,,1.0966,14.7002,13.4048,Too Few to Report,07/01/2018,06/30/2021
GROSSMONT HOSPITAL,050026,CA,READM-30-HF-HRRP,515,,0.9027,18.9661,21.0111,91,07/01/2018,06/30/2021
GROSSMONT HOSPITAL,050026,CA,READM-30-PN-HRRP,533,,0.9881,17.4311,17.6417,92,07/01/2018,06/30/2021
GROSSMONT HOSPITAL,050026,CA,READM-30-AMI-HRRP,151,,0.9892,15.6213,15.7923,23,07/01/2018,06/30/2021
MAD RIVER COMMUNITY HOSPITAL,050028,CA,READM-30-PN-HRRP,94,,1.0376,15.2678,14.7152,17,07/01/2018,06/30/2021
MAD RIVER COMMUNITY HOSPITAL,050028,CA,READM-30-HF-HRRP,N/A,,0.9502,18.7490,19.7324,Too Few to Report,07/01/2018,06/30/2021
MAD RIVER COMMUNITY HOSPITAL,050028,CA,READM-30-COPD-HRRP,N/A,,0.9627,16.4826,17.1218,Too Few to Report,07/01/2018,06/30/2021
MAD RIVER COMMUNITY HOSPITAL,050028,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MAD RIVER COMMUNITY HOSPITAL,050028,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MAD RIVER COMMUNITY HOSPITAL,050028,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
OROVILLE HOSPITAL,050030,CA,READM-30-PN-HRRP,898,,1.4450,25.7164,17.7969,260,07/01/2018,06/30/2021
OROVILLE HOSPITAL,050030,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
OROVILLE HOSPITAL,050030,CA,READM-30-HIP-KNEE-HRRP,99,,1.3834,8.2870,5.9902,14,07/01/2018,06/30/2021
OROVILLE HOSPITAL,050030,CA,READM-30-HF-HRRP,361,,1.3487,28.8406,21.3835,125,07/01/2018,06/30/2021
OROVILLE HOSPITAL,050030,CA,READM-30-COPD-HRRP,107,,1.1228,23.8784,21.2660,35,07/01/2018,06/30/2021
OROVILLE HOSPITAL,050030,CA,READM-30-AMI-HRRP,54,,1.1382,18.4239,16.1871,17,07/01/2018,06/30/2021
BAKERSFIELD MEMORIAL HOSPITAL,050036,CA,READM-30-COPD-HRRP,135,,0.9887,19.1801,19.3988,25,07/01/2018,06/30/2021
BAKERSFIELD MEMORIAL HOSPITAL,050036,CA,READM-30-HF-HRRP,360,,0.9768,21.5464,22.0592,76,07/01/2018,06/30/2021
BAKERSFIELD MEMORIAL HOSPITAL,050036,CA,READM-30-HIP-KNEE-HRRP,N/A,,1.1637,5.8916,5.0627,Too Few to Report,07/01/2018,06/30/2021
BAKERSFIELD MEMORIAL HOSPITAL,050036,CA,READM-30-AMI-HRRP,157,,1.0022,15.8479,15.8130,25,07/01/2018,06/30/2021
BAKERSFIELD MEMORIAL HOSPITAL,050036,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BAKERSFIELD MEMORIAL HOSPITAL,050036,CA,READM-30-PN-HRRP,247,,0.9682,16.7666,17.3165,39,07/01/2018,06/30/2021
SANTA CLARA VALLEY MEDICAL CENTER,050038,CA,READM-30-COPD-HRRP,128,,1.0164,20.0931,19.7689,27,07/01/2018,06/30/2021
SANTA CLARA VALLEY MEDICAL CENTER,050038,CA,READM-30-CABG-HRRP,N/A,,1.2372,17.0408,13.7734,Too Few to Report,07/01/2018,06/30/2021
SANTA CLARA VALLEY MEDICAL CENTER,050038,CA,READM-30-HF-HRRP,467,,0.9997,20.9886,20.9941,98,07/01/2018,06/30/2021
SANTA CLARA VALLEY MEDICAL CENTER,050038,CA,READM-30-AMI-HRRP,146,,1.1565,19.8465,17.1607,37,07/01/2018,06/30/2021
SANTA CLARA VALLEY MEDICAL CENTER,050038,CA,READM-30-PN-HRRP,391,,0.9878,16.8581,17.0663,65,07/01/2018,06/30/2021
SANTA CLARA VALLEY MEDICAL CENTER,050038,CA,READM-30-HIP-KNEE-HRRP,N/A,,1.1299,4.8444,4.2875,Too Few to Report,07/01/2018,06/30/2021
ENLOE MEDICAL CENTER,050039,CA,READM-30-PN-HRRP,1018,,1.1892,19.4411,16.3484,211,07/01/2018,06/30/2021
ENLOE MEDICAL CENTER,050039,CA,READM-30-HF-HRRP,959,,1.0968,22.1988,20.2400,219,07/01/2018,06/30/2021
ENLOE MEDICAL CENTER,050039,CA,READM-30-COPD-HRRP,864,,1.1958,22.0826,18.4674,205,07/01/2018,06/30/2021
ENLOE MEDICAL CENTER,050039,CA,READM-30-AMI-HRRP,415,,1.1276,15.3511,13.6141,70,07/01/2018,06/30/2021
ENLOE MEDICAL CENTER,050039,CA,READM-30-CABG-HRRP,146,,1.1064,14.1421,12.7817,23,07/01/2018,06/30/2021
ENLOE MEDICAL CENTER,050039,CA,READM-30-HIP-KNEE-HRRP,967,,1.0801,3.8979,3.6089,39,07/01/2018,06/30/2021
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,050040,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,050040,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,050040,CA,READM-30-PN-HRRP,N/A,,0.9747,19.5248,20.0317,Too Few to Report,07/01/2018,06/30/2021
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,050040,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,050040,CA,READM-30-HF-HRRP,69,,1.0204,22.6776,22.2249,17,07/01/2018,06/30/2021
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,050040,CA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ST ELIZABETH COMMUNITY HOSPITAL,050042,CA,READM-30-PN-HRRP,183,,0.9744,15.7910,16.2065,27,07/01/2018,06/30/2021
ST ELIZABETH COMMUNITY HOSPITAL,050042,CA,READM-30-HF-HRRP,175,,1.0200,20.9703,20.5581,38,07/01/2018,06/30/2021
ST ELIZABETH COMMUNITY HOSPITAL,050042,CA,READM-30-COPD-HRRP,143,,0.9511,17.4008,18.2957,21,07/01/2018,06/30/2021
ST ELIZABETH COMMUNITY HOSPITAL,050042,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ST ELIZABETH COMMUNITY HOSPITAL,050042,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ST ELIZABETH COMMUNITY HOSPITAL,050042,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9265,3.8136,4.1164,Too Few to Report,07/01/2018,06/30/2021
ALTA BATES SUMMIT MEDICAL CENTER,050043,CA,READM-30-COPD-HRRP,139,,1.0040,21.3543,21.2699,30,07/01/2018,06/30/2021
ALTA BATES SUMMIT MEDICAL CENTER,050043,CA,READM-30-HIP-KNEE-HRRP,N/A,,1.0117,3.9812,3.9352,Too Few to Report,07/01/2018,06/30/2021
ALTA BATES SUMMIT MEDICAL CENTER,050043,CA,READM-30-CABG-HRRP,99,,0.9794,13.6190,13.9061,13,07/01/2018,06/30/2021
ALTA BATES SUMMIT MEDICAL CENTER,050043,CA,READM-30-HF-HRRP,556,,0.9107,19.8066,21.7484,104,07/01/2018,06/30/2021
ALTA BATES SUMMIT MEDICAL CENTER,050043,CA,READM-30-PN-HRRP,249,,1.1062,18.6413,16.8524,54,07/01/2018,06/30/2021
ALTA BATES SUMMIT MEDICAL CENTER,050043,CA,READM-30-AMI-HRRP,317,,0.9579,15.5553,16.2397,47,07/01/2018,06/30/2021
EL CENTRO REGIONAL MEDICAL CENTER,050045,CA,READM-30-HF-HRRP,229,,1.0234,21.6024,21.1078,51,07/01/2018,06/30/2021
EL CENTRO REGIONAL MEDICAL CENTER,050045,CA,READM-30-COPD-HRRP,62,,0.9827,19.9829,20.3350,11,07/01/2018,06/30/2021
EL CENTRO REGIONAL MEDICAL CENTER,050045,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
EL CENTRO REGIONAL MEDICAL CENTER,050045,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
EL CENTRO REGIONAL MEDICAL CENTER,050045,CA,READM-30-HIP-KNEE-HRRP,N/A,,1.0743,4.5760,4.2593,Too Few to Report,07/01/2018,06/30/2021
EL CENTRO REGIONAL MEDICAL CENTER,050045,CA,READM-30-PN-HRRP,312,,1.0421,17.9174,17.1938,59,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,050047,CA,READM-30-HF-HRRP,415,,1.0467,20.9700,20.0345,90,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,050047,CA,READM-30-COPD-HRRP,79,,1.0493,21.6063,20.5914,21,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,050047,CA,READM-30-CABG-HRRP,N/A,,0.9131,10.7242,11.7449,Too Few to Report,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,050047,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9159,3.0071,3.2831,Too Few to Report,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,050047,CA,READM-30-PN-HRRP,193,,0.9572,16.1834,16.9071,28,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,050047,CA,READM-30-AMI-HRRP,148,,1.0015,14.8102,14.7875,22,07/01/2018,06/30/2021
SAN GORGONIO MEMORIAL HOSPITAL,050054,CA,READM-30-HF-HRRP,N/A,,0.9997,19.0998,19.1064,Too Few to Report,07/01/2018,06/30/2021
SAN GORGONIO MEMORIAL HOSPITAL,050054,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SAN GORGONIO MEMORIAL HOSPITAL,050054,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SAN GORGONIO MEMORIAL HOSPITAL,050054,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SAN GORGONIO MEMORIAL HOSPITAL,050054,CA,READM-30-COPD-HRRP,N/A,,0.9599,17.8895,18.6378,Too Few to Report,07/01/2018,06/30/2021
SAN GORGONIO MEMORIAL HOSPITAL,050054,CA,READM-30-PN-HRRP,N/A,,0.9722,15.6533,16.1005,Too Few to Report,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,050055,CA,READM-30-PN-HRRP,104,,1.0709,15.4172,14.3965,21,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,050055,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.8067,2.9524,3.6598,Too Few to Report,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,050055,CA,READM-30-COPD-HRRP,62,,1.0386,20.8250,20.0508,16,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,050055,CA,READM-30-HF-HRRP,138,,0.9998,21.0235,21.0275,29,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,050055,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,050055,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ANTELOPE VALLEY HOSPITAL,050056,CA,READM-30-HF-HRRP,150,,1.1125,21.9613,19.7413,40,07/01/2018,06/30/2021
ANTELOPE VALLEY HOSPITAL,050056,CA,READM-30-COPD-HRRP,110,,1.0549,19.8224,18.7906,26,07/01/2018,06/30/2021
ANTELOPE VALLEY HOSPITAL,050056,CA,READM-30-AMI-HRRP,100,,1.1346,16.2984,14.3652,23,07/01/2018,06/30/2021
ANTELOPE VALLEY HOSPITAL,050056,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ANTELOPE VALLEY HOSPITAL,050056,CA,READM-30-PN-HRRP,277,,1.0045,17.9282,17.8481,50,07/01/2018,06/30/2021
ANTELOPE VALLEY HOSPITAL,050056,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9906,4.9442,4.9913,Too Few to Report,07/01/2018,06/30/2021
KAWEAH HEALTH MEDICAL CENTER,050057,CA,READM-30-COPD-HRRP,254,,1.0085,22.1694,21.9820,57,07/01/2018,06/30/2021
KAWEAH HEALTH MEDICAL CENTER,050057,CA,READM-30-CABG-HRRP,112,,1.0423,13.4303,12.8850,16,07/01/2018,06/30/2021
KAWEAH HEALTH MEDICAL CENTER,050057,CA,READM-30-PN-HRRP,691,,1.0287,18.5032,17.9873,130,07/01/2018,06/30/2021
KAWEAH HEALTH MEDICAL CENTER,050057,CA,READM-30-AMI-HRRP,335,,0.9701,15.7096,16.1942,51,07/01/2018,06/30/2021
KAWEAH HEALTH MEDICAL CENTER,050057,CA,READM-30-HF-HRRP,721,,0.9555,21.7838,22.7988,154,07/01/2018,06/30/2021
KAWEAH HEALTH MEDICAL CENTER,050057,CA,READM-30-HIP-KNEE-HRRP,327,,0.9656,3.8512,3.9884,12,07/01/2018,06/30/2021
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,READM-30-PN-HRRP,288,,1.0736,21.3153,19.8534,67,07/01/2018,06/30/2021
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,READM-30-HF-HRRP,296,,1.0647,24.2287,22.7567,76,07/01/2018,06/30/2021
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,READM-30-COPD-HRRP,115,,0.9169,19.9729,21.7833,16,07/01/2018,06/30/2021
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,READM-30-AMI-HRRP,111,,1.0641,17.6576,16.5942,23,07/01/2018,06/30/2021
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,READM-30-CABG-HRRP,N/A,,1.1468,12.5752,10.9660,Too Few to Report,07/01/2018,06/30/2021
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9106,4.3385,4.7645,Too Few to Report,07/01/2018,06/30/2021
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,READM-30-COPD-HRRP,159,,1.0963,23.5213,21.4546,45,07/01/2018,06/30/2021
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,READM-30-CABG-HRRP,314,,1.0057,12.0615,11.9936,38,07/01/2018,06/30/2021
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,READM-30-HF-HRRP,569,,1.0881,23.9541,22.0151,142,07/01/2018,06/30/2021
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,READM-30-PN-HRRP,408,,1.0483,18.9677,18.0930,81,07/01/2018,06/30/2021
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,READM-30-AMI-HRRP,214,,1.1217,17.1995,15.3338,43,07/01/2018,06/30/2021
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,050063,CA,READM-30-PN-HRRP,254,,1.0635,19.7749,18.5933,55,07/01/2018,06/30/2021
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,050063,CA,READM-30-HF-HRRP,236,,1.0140,22.4856,22.1749,54,07/01/2018,06/30/2021
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,050063,CA,READM-30-AMI-HRRP,103,,1.0588,18.3311,17.3127,22,07/01/2018,06/30/2021
